HORA,DIA,CAMPEONATO,COLUNA,RESULTADO
21,9,COPA,16,1
21,9,COPA,19,1
21,9,COPA,22,1
21,9,COPA,25,1
21,9,COPA,28,0
21,9,COPA,31,0
21,9,COPA,34,1
21,9,COPA,37,1
21,9,COPA,40,0
21,9,COPA,43,1
21,9,COPA,46,0
21,9,COPA,49,0
21,9,COPA,52,0
21,9,COPA,55,0
21,9,COPA,58,1
22,9,COPA,1,0
22,9,COPA,4,0
22,9,COPA,7,0
22,9,COPA,10,1
22,9,COPA,13,1
22,9,COPA,16,0
22,9,COPA,19,0
22,9,COPA,22,1
22,9,COPA,25,0
22,9,COPA,28,0
22,9,COPA,31,1
22,9,COPA,34,1
22,9,COPA,37,0
22,9,COPA,40,0
22,9,COPA,43,0
22,9,COPA,46,0
22,9,COPA,49,1
22,9,COPA,52,0
22,9,COPA,55,0
22,9,COPA,58,0
23,9,COPA,1,1
23,9,COPA,4,0
23,9,COPA,7,1
23,9,COPA,10,0
23,9,COPA,13,1
23,9,COPA,16,1
23,9,COPA,19,1
23,9,COPA,22,1
23,9,COPA,25,0
23,9,COPA,28,0
23,9,COPA,31,0
23,9,COPA,34,1
23,9,COPA,37,0
23,9,COPA,40,0
23,9,COPA,43,1
23,9,COPA,46,0
23,9,COPA,49,0
23,9,COPA,52,1
23,9,COPA,55,1
23,9,COPA,58,1
0,0,EURO,2,1
0,0,EURO,5,0
0,0,EURO,8,0
0,0,EURO,11,0
0,0,EURO,14,0
0,0,EURO,17,1
0,0,EURO,20,1
0,0,EURO,23,1
0,0,EURO,26,0
0,0,EURO,29,0
0,0,EURO,32,0
0,0,EURO,35,0
0,0,EURO,38,0
0,0,EURO,41,1
0,0,EURO,44,1
0,0,EURO,47,0
0,0,EURO,50,1
0,0,EURO,53,1
0,0,EURO,56,0
0,0,EURO,59,0
1,0,EURO,2,0
1,0,EURO,5,0
1,0,EURO,8,0
1,0,EURO,11,0
1,0,EURO,14,1
1,0,EURO,17,1
1,0,EURO,20,0
1,0,EURO,23,0
1,0,EURO,26,0
1,0,EURO,29,0
1,0,EURO,32,0
1,0,EURO,35,1
1,0,EURO,38,0
1,0,EURO,41,0
1,0,EURO,44,0
1,0,EURO,47,0
1,0,EURO,50,0
1,0,EURO,53,1
1,0,EURO,56,0
1,0,EURO,59,1
2,0,EURO,2,0
2,0,EURO,5,1
2,0,EURO,8,0
2,0,EURO,11,0
2,0,EURO,14,0
2,0,EURO,17,1
2,0,EURO,20,0
2,0,EURO,23,0
2,0,EURO,26,0
2,0,EURO,29,0
2,0,EURO,32,0
2,0,EURO,35,0
2,0,EURO,38,0
2,0,EURO,41,1
2,0,EURO,44,0
2,0,EURO,47,1
2,0,EURO,50,1
2,0,EURO,53,0
2,0,EURO,56,0
2,0,EURO,59,1
3,0,EURO,2,0
3,0,EURO,5,0
3,0,EURO,8,1
3,0,EURO,11,1
3,0,EURO,14,1
3,0,EURO,17,0
3,0,EURO,20,0
3,0,EURO,23,1
3,0,EURO,26,1
3,0,EURO,29,0
3,0,EURO,32,0
3,0,EURO,35,1
3,0,EURO,38,1
3,0,EURO,41,1
3,0,EURO,44,1
3,0,EURO,47,0
3,0,EURO,50,1
3,0,EURO,53,1
3,0,EURO,56,0
3,0,EURO,59,1
4,0,EURO,2,0
4,0,EURO,5,1
4,0,EURO,8,1
4,0,EURO,11,0
4,0,EURO,14,0
4,0,EURO,17,1
4,0,EURO,20,1
4,0,EURO,23,1
4,0,EURO,26,0
4,0,EURO,29,1
4,0,EURO,32,1
4,0,EURO,35,1
4,0,EURO,38,0
4,0,EURO,41,1
4,0,EURO,44,0
4,0,EURO,47,0
4,0,EURO,50,0
4,0,EURO,53,0
4,0,EURO,56,1
4,0,EURO,59,0
5,0,EURO,2,1
5,0,EURO,5,1
5,0,EURO,8,0
5,0,EURO,11,1
5,0,EURO,14,1
5,0,EURO,17,0
5,0,EURO,20,1
5,0,EURO,23,0
5,0,EURO,26,0
5,0,EURO,29,0
5,0,EURO,32,1
5,0,EURO,35,0
5,0,EURO,38,0
5,0,EURO,41,0
5,0,EURO,44,0
5,0,EURO,47,0
5,0,EURO,50,1
5,0,EURO,53,1
5,0,EURO,56,1
5,0,EURO,59,0
6,0,EURO,2,0
6,0,EURO,5,0
6,0,EURO,8,0
6,0,EURO,11,0
6,0,EURO,14,0
6,0,EURO,17,1
6,0,EURO,20,0
6,0,EURO,23,0
6,0,EURO,26,1
6,0,EURO,29,1
6,0,EURO,32,0
6,0,EURO,35,0
6,0,EURO,38,0
6,0,EURO,41,0
6,0,EURO,44,1
6,0,EURO,47,1
6,0,EURO,50,1
6,0,EURO,53,0
6,0,EURO,56,1
6,0,EURO,59,0
7,0,EURO,2,1
7,0,EURO,5,0
7,0,EURO,8,0
7,0,EURO,11,1
7,0,EURO,14,0
7,0,EURO,17,1
7,0,EURO,20,0
7,0,EURO,23,1
7,0,EURO,26,1
7,0,EURO,29,0
7,0,EURO,32,1
7,0,EURO,35,0
7,0,EURO,38,0
7,0,EURO,41,0
7,0,EURO,44,0
7,0,EURO,47,0
7,0,EURO,50,0
7,0,EURO,53,1
7,0,EURO,56,1
7,0,EURO,59,0
8,0,EURO,2,0
8,0,EURO,5,0
8,0,EURO,8,0
8,0,EURO,11,1
8,0,EURO,14,1
8,0,EURO,17,0
8,0,EURO,20,1
8,0,EURO,23,1
8,0,EURO,26,0
8,0,EURO,29,1
8,0,EURO,32,0
8,0,EURO,35,0
8,0,EURO,38,0
8,0,EURO,41,1
8,0,EURO,44,1
8,0,EURO,47,0
8,0,EURO,50,1
8,0,EURO,53,1
8,0,EURO,56,0
8,0,EURO,59,1
9,0,EURO,2,0
9,0,EURO,5,1
9,0,EURO,8,1
9,0,EURO,11,1
9,0,EURO,14,0
9,0,EURO,17,0
9,0,EURO,20,1
9,0,EURO,23,1
9,0,EURO,26,0
9,0,EURO,29,0
9,0,EURO,32,0
9,0,EURO,35,1
9,0,EURO,38,0
9,0,EURO,41,1
9,0,EURO,44,1
9,0,EURO,47,1
9,0,EURO,50,0
9,0,EURO,53,1
9,0,EURO,56,1
9,0,EURO,59,1
10,0,EURO,2,1
10,0,EURO,5,0
10,0,EURO,8,1
10,0,EURO,11,0
10,0,EURO,14,0
10,0,EURO,17,1
10,0,EURO,20,1
10,0,EURO,23,0
10,0,EURO,26,1
10,0,EURO,29,1
10,0,EURO,32,0
10,0,EURO,35,0
10,0,EURO,38,1
10,0,EURO,41,0
10,0,EURO,44,0
10,0,EURO,47,1
10,0,EURO,50,0
10,0,EURO,53,0
10,0,EURO,56,0
10,0,EURO,59,0
11,0,EURO,2,1
11,0,EURO,5,0
11,0,EURO,8,0
11,0,EURO,11,1
11,0,EURO,14,1
11,0,EURO,17,0
11,0,EURO,20,0
11,0,EURO,23,1
11,0,EURO,26,1
11,0,EURO,29,1
11,0,EURO,32,1
11,0,EURO,35,0
11,0,EURO,38,1
11,0,EURO,41,0
11,0,EURO,44,0
11,0,EURO,47,0
11,0,EURO,50,0
11,0,EURO,53,0
11,0,EURO,56,1
11,0,EURO,59,1
12,0,EURO,2,0
12,0,EURO,5,1
12,0,EURO,8,0
12,0,EURO,11,0
12,0,EURO,14,1
12,0,EURO,17,1
12,0,EURO,20,1
12,0,EURO,23,1
12,0,EURO,26,0
12,0,EURO,29,0
12,0,EURO,32,1
12,0,EURO,35,0
12,0,EURO,38,1
12,0,EURO,41,0
12,0,EURO,44,0
12,0,EURO,47,0
12,0,EURO,50,0
12,0,EURO,53,1
12,0,EURO,56,1
12,0,EURO,59,0
13,0,EURO,2,0
13,0,EURO,5,0
13,0,EURO,8,1
13,0,EURO,11,1
13,0,EURO,14,0
13,0,EURO,17,1
13,0,EURO,20,0
13,0,EURO,23,0
13,0,EURO,26,1
13,0,EURO,29,1
13,0,EURO,32,0
13,0,EURO,35,0
13,0,EURO,38,1
13,0,EURO,41,0
13,0,EURO,44,0
13,0,EURO,47,0
13,0,EURO,50,0
13,0,EURO,53,0
13,0,EURO,56,0
13,0,EURO,59,0
14,0,EURO,2,0
14,0,EURO,5,0
14,0,EURO,8,0
14,0,EURO,11,1
14,0,EURO,14,1
14,0,EURO,17,1
14,0,EURO,20,1
14,0,EURO,23,0
14,0,EURO,26,0
14,0,EURO,29,0
14,0,EURO,32,0
14,0,EURO,35,1
14,0,EURO,38,1
14,0,EURO,41,1
14,0,EURO,44,1
14,0,EURO,47,0
14,0,EURO,50,1
14,0,EURO,53,0
14,0,EURO,56,0
14,0,EURO,59,0
15,0,EURO,2,0
15,0,EURO,5,0
15,0,EURO,8,0
15,0,EURO,11,0
15,0,EURO,14,0
15,0,EURO,17,1
15,0,EURO,20,0
15,0,EURO,23,1
15,0,EURO,26,1
15,0,EURO,29,1
15,0,EURO,32,0
15,0,EURO,35,1
15,0,EURO,38,0
15,0,EURO,41,1
15,0,EURO,44,0
15,0,EURO,47,0
15,0,EURO,50,1
15,0,EURO,53,1
15,0,EURO,56,1
15,0,EURO,59,0
16,0,EURO,2,0
16,0,EURO,5,0
16,0,EURO,8,0
16,0,EURO,11,1
16,0,EURO,14,0
16,0,EURO,17,0
16,0,EURO,20,1
16,0,EURO,23,1
16,0,EURO,26,1
16,0,EURO,29,0
16,0,EURO,32,0
16,0,EURO,35,1
16,0,EURO,38,0
16,0,EURO,41,1
16,0,EURO,44,0
16,0,EURO,47,1
16,0,EURO,50,1
16,0,EURO,53,1
16,0,EURO,56,1
16,0,EURO,59,0
17,0,EURO,2,1
17,0,EURO,5,0
17,0,EURO,8,1
17,0,EURO,11,0
17,0,EURO,14,1
17,0,EURO,17,1
17,0,EURO,20,0
17,0,EURO,23,0
17,0,EURO,26,1
17,0,EURO,29,0
17,0,EURO,32,1
17,0,EURO,35,0
17,0,EURO,38,1
17,0,EURO,41,1
17,0,EURO,44,1
17,0,EURO,47,0
17,0,EURO,50,0
17,0,EURO,53,1
17,0,EURO,56,0
17,0,EURO,59,1
18,0,EURO,2,0
18,0,EURO,5,0
18,0,EURO,8,1
18,0,EURO,11,0
18,0,EURO,14,0
18,0,EURO,17,0
18,0,EURO,20,0
18,0,EURO,23,0
18,0,EURO,26,1
18,0,EURO,29,0
18,0,EURO,32,0
18,0,EURO,35,1
18,0,EURO,38,1
18,0,EURO,41,1
18,0,EURO,44,0
18,0,EURO,47,0
18,0,EURO,50,0
18,0,EURO,53,0
18,0,EURO,56,0
18,0,EURO,59,1
19,0,EURO,2,1
19,0,EURO,5,0
19,0,EURO,8,1
19,0,EURO,11,0
19,0,EURO,14,0
19,0,EURO,17,1
19,0,EURO,20,1
19,0,EURO,23,1
19,0,EURO,26,1
19,0,EURO,29,0
19,0,EURO,32,1
19,0,EURO,35,0
19,0,EURO,38,1
19,0,EURO,41,1
19,0,EURO,44,1
19,0,EURO,47,0
19,0,EURO,50,1
19,0,EURO,53,1
19,0,EURO,56,1
19,0,EURO,59,1
20,0,EURO,2,1
20,0,EURO,5,1
20,0,EURO,8,0
20,0,EURO,11,0
20,0,EURO,14,1
20,0,EURO,17,1
20,0,EURO,20,0
20,0,EURO,23,0
20,0,EURO,26,1
20,0,EURO,29,0
20,0,EURO,32,1
20,0,EURO,35,0
20,0,EURO,38,0
20,0,EURO,41,0
20,0,EURO,44,1
20,0,EURO,47,0
20,0,EURO,50,0
20,0,EURO,53,0
20,0,EURO,56,0
20,0,EURO,59,0
21,0,EURO,2,1
21,0,EURO,5,1
21,0,EURO,8,0
21,0,EURO,11,0
21,0,EURO,14,1
21,0,EURO,17,0
21,0,EURO,20,1
21,0,EURO,23,0
21,0,EURO,26,0
21,0,EURO,29,0
21,0,EURO,32,1
21,0,EURO,35,0
21,0,EURO,38,0
21,0,EURO,41,0
21,0,EURO,44,0
21,0,EURO,47,0
21,0,EURO,50,1
21,0,EURO,53,0
21,0,EURO,56,0
21,0,EURO,59,0
22,0,EURO,2,0
22,0,EURO,5,0
22,0,EURO,8,0
22,0,EURO,11,1
22,0,EURO,14,1
22,0,EURO,17,0
22,0,EURO,20,0
22,0,EURO,23,1
22,0,EURO,26,1
22,0,EURO,29,1
22,0,EURO,32,1
22,0,EURO,35,0
22,0,EURO,38,0
22,0,EURO,41,0
22,0,EURO,44,1
22,0,EURO,47,1
22,0,EURO,50,0
22,0,EURO,53,0
22,0,EURO,56,1
22,0,EURO,59,1
23,0,EURO,2,1
23,0,EURO,5,0
23,0,EURO,8,1
23,0,EURO,11,1
23,0,EURO,14,1
23,0,EURO,17,0
23,0,EURO,20,0
23,0,EURO,23,0
23,0,EURO,26,1
23,0,EURO,29,1
23,0,EURO,32,0
23,0,EURO,35,0
23,0,EURO,38,1
23,0,EURO,41,0
23,0,EURO,44,0
23,0,EURO,47,0
23,0,EURO,50,0
23,0,EURO,53,1
23,0,EURO,56,0
23,0,EURO,59,1
0,1,EURO,2,0
0,1,EURO,5,1
0,1,EURO,8,0
0,1,EURO,11,0
0,1,EURO,14,1
0,1,EURO,17,0
0,1,EURO,20,1
0,1,EURO,23,1
0,1,EURO,26,0
0,1,EURO,29,0
0,1,EURO,32,1
0,1,EURO,35,0
0,1,EURO,38,1
0,1,EURO,41,0
0,1,EURO,44,1
0,1,EURO,47,0
0,1,EURO,50,0
0,1,EURO,53,0
0,1,EURO,56,0
0,1,EURO,59,0
1,1,EURO,2,1
1,1,EURO,5,0
1,1,EURO,8,0
1,1,EURO,11,0
1,1,EURO,14,0
1,1,EURO,17,1
1,1,EURO,20,0
1,1,EURO,23,0
1,1,EURO,26,1
1,1,EURO,29,0
1,1,EURO,32,1
1,1,EURO,35,0
1,1,EURO,38,1
1,1,EURO,41,0
1,1,EURO,44,1
1,1,EURO,47,0
1,1,EURO,50,0
1,1,EURO,53,0
1,1,EURO,56,0
1,1,EURO,59,0
2,1,EURO,2,1
2,1,EURO,5,1
2,1,EURO,8,1
2,1,EURO,11,0
2,1,EURO,14,0
2,1,EURO,17,1
2,1,EURO,20,0
2,1,EURO,23,1
2,1,EURO,26,0
2,1,EURO,29,0
2,1,EURO,32,0
2,1,EURO,35,1
2,1,EURO,38,1
2,1,EURO,41,0
2,1,EURO,44,1
2,1,EURO,47,0
2,1,EURO,50,0
2,1,EURO,53,0
2,1,EURO,56,1
2,1,EURO,59,1
3,1,EURO,2,0
3,1,EURO,5,1
3,1,EURO,8,0
3,1,EURO,11,0
3,1,EURO,14,0
3,1,EURO,17,0
3,1,EURO,20,0
3,1,EURO,23,1
3,1,EURO,26,0
3,1,EURO,29,0
3,1,EURO,32,0
3,1,EURO,35,0
3,1,EURO,38,0
3,1,EURO,41,1
3,1,EURO,44,0
3,1,EURO,47,0
3,1,EURO,50,0
3,1,EURO,53,0
3,1,EURO,56,1
3,1,EURO,59,0
4,1,EURO,2,1
4,1,EURO,5,0
4,1,EURO,8,1
4,1,EURO,11,0
4,1,EURO,14,0
4,1,EURO,17,0
4,1,EURO,20,1
4,1,EURO,23,1
4,1,EURO,26,1
4,1,EURO,29,1
4,1,EURO,32,0
4,1,EURO,35,1
4,1,EURO,38,0
4,1,EURO,41,0
4,1,EURO,44,0
4,1,EURO,47,0
4,1,EURO,50,0
4,1,EURO,53,1
4,1,EURO,56,1
4,1,EURO,59,1
5,1,EURO,2,0
5,1,EURO,5,1
5,1,EURO,8,0
5,1,EURO,11,1
5,1,EURO,14,1
5,1,EURO,17,1
5,1,EURO,20,0
5,1,EURO,23,0
5,1,EURO,26,1
5,1,EURO,29,1
5,1,EURO,32,1
5,1,EURO,35,1
5,1,EURO,38,0
5,1,EURO,41,1
5,1,EURO,44,0
5,1,EURO,47,0
5,1,EURO,50,1
5,1,EURO,53,1
5,1,EURO,56,0
5,1,EURO,59,1
6,1,EURO,2,0
6,1,EURO,5,0
6,1,EURO,8,0
6,1,EURO,11,1
6,1,EURO,14,0
6,1,EURO,17,1
6,1,EURO,20,1
6,1,EURO,23,0
6,1,EURO,26,1
6,1,EURO,29,1
6,1,EURO,32,1
6,1,EURO,35,0
6,1,EURO,38,0
6,1,EURO,41,1
6,1,EURO,44,0
6,1,EURO,47,0
6,1,EURO,50,1
6,1,EURO,53,0
6,1,EURO,56,1
6,1,EURO,59,0
7,1,EURO,2,0
7,1,EURO,5,1
7,1,EURO,8,0
7,1,EURO,11,1
7,1,EURO,14,0
7,1,EURO,17,0
7,1,EURO,20,0
7,1,EURO,23,0
7,1,EURO,26,1
7,1,EURO,29,0
7,1,EURO,32,0
7,1,EURO,35,0
7,1,EURO,38,1
7,1,EURO,41,0
7,1,EURO,44,1
7,1,EURO,47,0
7,1,EURO,50,0
7,1,EURO,53,0
7,1,EURO,56,0
7,1,EURO,59,1
8,1,EURO,2,0
8,1,EURO,5,1
8,1,EURO,8,0
8,1,EURO,11,0
8,1,EURO,14,1
8,1,EURO,17,0
8,1,EURO,20,1
8,1,EURO,23,0
8,1,EURO,26,1
8,1,EURO,29,0
8,1,EURO,32,0
8,1,EURO,35,1
8,1,EURO,38,1
8,1,EURO,41,1
8,1,EURO,44,0
8,1,EURO,47,1
8,1,EURO,50,0
8,1,EURO,53,0
8,1,EURO,56,0
8,1,EURO,59,0
9,1,EURO,2,0
9,1,EURO,5,0
9,1,EURO,8,0
9,1,EURO,11,0
9,1,EURO,14,0
9,1,EURO,17,1
9,1,EURO,20,1
9,1,EURO,23,0
9,1,EURO,26,0
9,1,EURO,29,1
9,1,EURO,32,1
9,1,EURO,35,1
9,1,EURO,38,0
9,1,EURO,41,0
9,1,EURO,44,1
9,1,EURO,47,0
9,1,EURO,50,0
9,1,EURO,53,0
9,1,EURO,56,1
9,1,EURO,59,1
10,1,EURO,2,0
10,1,EURO,5,0
10,1,EURO,8,1
10,1,EURO,11,0
10,1,EURO,14,0
10,1,EURO,17,0
10,1,EURO,20,0
10,1,EURO,23,0
10,1,EURO,26,0
10,1,EURO,29,0
10,1,EURO,32,0
10,1,EURO,35,1
10,1,EURO,38,0
10,1,EURO,41,0
10,1,EURO,44,1
10,1,EURO,47,1
10,1,EURO,50,0
10,1,EURO,53,1
10,1,EURO,56,1
10,1,EURO,59,1
11,1,EURO,2,1
11,1,EURO,5,0
11,1,EURO,8,0
11,1,EURO,11,1
11,1,EURO,14,1
11,1,EURO,17,0
11,1,EURO,20,1
11,1,EURO,23,0
11,1,EURO,26,0
11,1,EURO,29,1
11,1,EURO,32,0
11,1,EURO,35,1
11,1,EURO,38,0
11,1,EURO,41,0
11,1,EURO,44,0
11,1,EURO,47,1
11,1,EURO,50,0
11,1,EURO,53,1
11,1,EURO,56,1
11,1,EURO,59,1
12,1,EURO,2,1
12,1,EURO,5,0
12,1,EURO,8,0
12,1,EURO,11,0
12,1,EURO,14,0
12,1,EURO,17,1
12,1,EURO,20,0
12,1,EURO,23,1
12,1,EURO,26,0
12,1,EURO,29,0
12,1,EURO,32,1
12,1,EURO,35,1
12,1,EURO,38,0
12,1,EURO,41,1
12,1,EURO,44,0
12,1,EURO,47,1
12,1,EURO,50,1
12,1,EURO,53,1
12,1,EURO,56,0
12,1,EURO,59,1
13,1,EURO,2,0
13,1,EURO,5,0
13,1,EURO,8,0
13,1,EURO,11,1
13,1,EURO,14,0
13,1,EURO,17,0
13,1,EURO,20,0
13,1,EURO,23,1
13,1,EURO,26,0
13,1,EURO,29,1
13,1,EURO,32,1
13,1,EURO,35,0
13,1,EURO,38,0
13,1,EURO,41,0
13,1,EURO,44,1
13,1,EURO,47,1
13,1,EURO,50,0
13,1,EURO,53,0
13,1,EURO,56,1
13,1,EURO,59,0
14,1,EURO,2,0
14,1,EURO,5,1
14,1,EURO,8,1
14,1,EURO,11,0
14,1,EURO,14,0
14,1,EURO,17,0
14,1,EURO,20,0
14,1,EURO,23,0
14,1,EURO,26,0
14,1,EURO,29,0
14,1,EURO,32,1
14,1,EURO,35,1
14,1,EURO,38,1
14,1,EURO,41,0
14,1,EURO,44,0
14,1,EURO,47,0
14,1,EURO,50,0
14,1,EURO,53,1
14,1,EURO,56,0
14,1,EURO,59,0
15,1,EURO,2,0
15,1,EURO,5,1
15,1,EURO,8,1
15,1,EURO,11,1
15,1,EURO,14,0
15,1,EURO,17,1
15,1,EURO,20,0
15,1,EURO,23,0
15,1,EURO,26,1
15,1,EURO,29,0
15,1,EURO,32,1
15,1,EURO,35,0
15,1,EURO,38,0
15,1,EURO,41,0
15,1,EURO,44,1
15,1,EURO,47,0
15,1,EURO,50,1
15,1,EURO,53,1
15,1,EURO,56,1
15,1,EURO,59,1
16,1,EURO,2,0
16,1,EURO,5,0
16,1,EURO,8,1
16,1,EURO,11,0
16,1,EURO,14,1
16,1,EURO,17,1
16,1,EURO,20,1
16,1,EURO,23,0
16,1,EURO,26,1
16,1,EURO,29,1
16,1,EURO,32,0
16,1,EURO,35,1
16,1,EURO,38,0
16,1,EURO,41,0
16,1,EURO,44,1
16,1,EURO,47,1
16,1,EURO,50,1
16,1,EURO,53,0
16,1,EURO,56,1
16,1,EURO,59,0
17,1,EURO,2,1
17,1,EURO,5,0
17,1,EURO,8,1
17,1,EURO,11,0
17,1,EURO,14,0
17,1,EURO,17,1
17,1,EURO,20,0
17,1,EURO,23,0
17,1,EURO,26,1
17,1,EURO,29,1
17,1,EURO,32,1
17,1,EURO,35,1
17,1,EURO,38,1
17,1,EURO,41,0
17,1,EURO,44,0
17,1,EURO,47,0
17,1,EURO,50,1
17,1,EURO,53,1
17,1,EURO,56,0
17,1,EURO,59,0
18,1,EURO,2,0
18,1,EURO,5,1
18,1,EURO,8,1
18,1,EURO,11,0
18,1,EURO,14,0
18,1,EURO,17,1
18,1,EURO,20,0
18,1,EURO,23,1
18,1,EURO,26,0
18,1,EURO,29,0
18,1,EURO,32,1
18,1,EURO,35,0
18,1,EURO,38,0
18,1,EURO,41,1
18,1,EURO,44,1
18,1,EURO,47,1
18,1,EURO,50,1
18,1,EURO,53,0
18,1,EURO,56,0
18,1,EURO,59,1
19,1,EURO,2,0
19,1,EURO,5,0
19,1,EURO,8,1
19,1,EURO,11,0
19,1,EURO,14,0
19,1,EURO,17,1
19,1,EURO,20,1
19,1,EURO,23,1
19,1,EURO,26,0
19,1,EURO,29,1
19,1,EURO,32,1
19,1,EURO,35,0
19,1,EURO,38,1
19,1,EURO,41,1
19,1,EURO,44,1
19,1,EURO,47,0
19,1,EURO,50,1
19,1,EURO,53,0
19,1,EURO,56,1
19,1,EURO,59,1
20,1,EURO,2,0
20,1,EURO,5,1
20,1,EURO,8,1
20,1,EURO,11,0
20,1,EURO,14,0
20,1,EURO,17,1
20,1,EURO,20,0
20,1,EURO,23,1
20,1,EURO,26,1
20,1,EURO,29,0
20,1,EURO,32,0
20,1,EURO,35,0
20,1,EURO,38,0
20,1,EURO,41,0
20,1,EURO,44,1
20,1,EURO,47,0
20,1,EURO,50,0
20,1,EURO,53,1
20,1,EURO,56,0
20,1,EURO,59,0
21,1,EURO,2,0
21,1,EURO,5,0
21,1,EURO,8,0
21,1,EURO,11,0
21,1,EURO,14,1
21,1,EURO,17,1
21,1,EURO,20,1
21,1,EURO,23,0
21,1,EURO,26,1
21,1,EURO,29,0
21,1,EURO,32,1
21,1,EURO,35,0
21,1,EURO,38,1
21,1,EURO,41,0
21,1,EURO,44,1
21,1,EURO,47,1
21,1,EURO,50,0
21,1,EURO,53,1
21,1,EURO,56,1
21,1,EURO,59,0
22,1,EURO,2,0
22,1,EURO,5,0
22,1,EURO,8,0
22,1,EURO,11,0
22,1,EURO,14,0
22,1,EURO,17,1
22,1,EURO,20,1
22,1,EURO,23,1
22,1,EURO,26,0
22,1,EURO,29,0
22,1,EURO,32,1
22,1,EURO,35,1
22,1,EURO,38,0
22,1,EURO,41,0
22,1,EURO,44,0
22,1,EURO,47,1
22,1,EURO,50,0
22,1,EURO,53,0
22,1,EURO,56,1
22,1,EURO,59,1
23,1,EURO,2,0
23,1,EURO,5,1
23,1,EURO,8,0
23,1,EURO,11,1
23,1,EURO,14,0
23,1,EURO,17,0
23,1,EURO,20,1
23,1,EURO,23,1
23,1,EURO,26,0
23,1,EURO,29,0
23,1,EURO,32,1
23,1,EURO,35,0
23,1,EURO,38,1
23,1,EURO,41,0
23,1,EURO,44,1
23,1,EURO,47,0
23,1,EURO,50,1
23,1,EURO,53,0
23,1,EURO,56,0
23,1,EURO,59,1
0,2,EURO,2,0
0,2,EURO,5,0
0,2,EURO,8,0
0,2,EURO,11,0
0,2,EURO,14,0
0,2,EURO,17,0
0,2,EURO,20,0
0,2,EURO,23,1
0,2,EURO,26,1
0,2,EURO,29,0
0,2,EURO,32,1
0,2,EURO,35,0
0,2,EURO,38,0
0,2,EURO,41,0
0,2,EURO,44,0
0,2,EURO,47,0
0,2,EURO,50,1
0,2,EURO,53,0
0,2,EURO,56,0
0,2,EURO,59,1
1,2,EURO,2,0
1,2,EURO,5,1
1,2,EURO,8,0
1,2,EURO,11,0
1,2,EURO,14,0
1,2,EURO,17,1
1,2,EURO,20,0
1,2,EURO,23,0
1,2,EURO,26,0
1,2,EURO,29,1
1,2,EURO,32,0
1,2,EURO,35,0
1,2,EURO,38,1
1,2,EURO,41,0
1,2,EURO,44,1
1,2,EURO,47,0
1,2,EURO,50,1
1,2,EURO,53,0
1,2,EURO,56,1
1,2,EURO,59,0
2,2,EURO,2,0
2,2,EURO,5,0
2,2,EURO,8,0
2,2,EURO,11,0
2,2,EURO,14,1
2,2,EURO,17,0
2,2,EURO,20,0
2,2,EURO,23,1
2,2,EURO,26,0
2,2,EURO,29,0
2,2,EURO,32,0
2,2,EURO,35,1
2,2,EURO,38,0
2,2,EURO,41,0
2,2,EURO,44,1
2,2,EURO,47,1
2,2,EURO,50,1
2,2,EURO,53,0
2,2,EURO,56,0
2,2,EURO,59,0
3,2,EURO,2,0
3,2,EURO,5,1
3,2,EURO,8,0
3,2,EURO,11,1
3,2,EURO,14,0
3,2,EURO,17,1
3,2,EURO,20,1
3,2,EURO,23,0
3,2,EURO,26,0
3,2,EURO,29,1
3,2,EURO,32,0
3,2,EURO,35,0
3,2,EURO,38,0
3,2,EURO,41,0
3,2,EURO,44,0
3,2,EURO,47,0
3,2,EURO,50,0
3,2,EURO,53,1
3,2,EURO,56,1
3,2,EURO,59,0
4,2,EURO,2,0
4,2,EURO,5,1
4,2,EURO,8,1
4,2,EURO,11,1
4,2,EURO,14,1
4,2,EURO,17,1
4,2,EURO,20,1
4,2,EURO,23,1
4,2,EURO,26,1
4,2,EURO,29,1
4,2,EURO,32,1
4,2,EURO,35,0
4,2,EURO,38,0
4,2,EURO,41,1
4,2,EURO,44,1
4,2,EURO,47,0
4,2,EURO,50,1
4,2,EURO,53,1
4,2,EURO,56,1
4,2,EURO,59,1
5,2,EURO,2,1
5,2,EURO,5,0
5,2,EURO,8,0
5,2,EURO,11,1
5,2,EURO,14,1
5,2,EURO,17,1
5,2,EURO,20,0
5,2,EURO,23,0
5,2,EURO,26,0
5,2,EURO,29,1
5,2,EURO,32,1
5,2,EURO,35,0
5,2,EURO,38,0
5,2,EURO,41,0
5,2,EURO,44,0
5,2,EURO,47,0
5,2,EURO,50,0
5,2,EURO,53,1
5,2,EURO,56,1
5,2,EURO,59,1
6,2,EURO,2,0
6,2,EURO,5,0
6,2,EURO,8,1
6,2,EURO,11,0
6,2,EURO,14,1
6,2,EURO,17,0
6,2,EURO,20,0
6,2,EURO,23,0
6,2,EURO,26,0
6,2,EURO,29,0
6,2,EURO,32,0
6,2,EURO,35,1
6,2,EURO,38,0
6,2,EURO,41,1
6,2,EURO,44,0
6,2,EURO,47,0
6,2,EURO,50,0
6,2,EURO,53,0
6,2,EURO,56,0
6,2,EURO,59,0
7,2,EURO,2,0
7,2,EURO,5,0
7,2,EURO,8,1
7,2,EURO,11,0
7,2,EURO,14,1
7,2,EURO,17,1
7,2,EURO,20,0
7,2,EURO,23,0
7,2,EURO,26,0
